Original Sentence,Stemmed Tokens,Stemmed Sentence
"Like all major highways it is constantly busy with traffic, but unlike the highways of the modern world the Grand Canal is teaming with the hustle and bustle of thousands of boats.","like, major, highway, constantli, busi, traffic, unlik, highway, modern, world, grand, canal, team, hustl, bustl, thousand, boat",like major highway constantli busi traffic unlik highway modern world grand canal team hustl bustl thousand boat
Standing on one of the few bridges that crosses the Grand Canal a traveller can enjoy the activity below.,"stand, one, bridg, cross, grand, canal, travel, enjoy, activ",stand one bridg cross grand canal travel enjoy activ
"The UNESCO listed Aeolian Islands are a volcanic archipelago in the Tyrrhenian Sea north of Sicily, named after the demigod of the winds Aeolus.","unesco, list, aeolian, island, volcan, archipelago, tyrrhenian, sea, north, sicili, name, demigod, wind, aeolu",unesco list aeolian island volcan archipelago tyrrhenian sea north sicili name demigod wind aeolu
The locals residing on the islands are known as Aeolians.,"local, resid, island, known, aeolian",local resid island known aeolian
"The Aeolian Islands are a popular tourist destination in the summer, and attract up to 200,000 visitors annually.Stromboli© Cpt_RonBecause the largest island is Lipari, the islands are sometimes referred to as the Lipari Islands or Lipari group.","aeolian, island, popular, tourist, destin, summer, attract, visitor, annuallystromboli, cptronbecaus, largest, island, lipari, island, sometim, refer, lipari, island, lipari, group",aeolian island popular tourist destin summer attract visitor annuallystromboli cptronbecaus largest island lipari island sometim refer lipari island lipari group
"The other islands include Vulcano, Salina, Stromboli, Filicudi, Alicudi, Panarea and Basiluzzo.Mount VesuviusMount Vesuvius is a volcano that earned its place in the history books in 79 AD, when an eruption covered the town of Pompeii under a layer of lava.","island, includ, vulcano, salina, stromboli, filicudi, alicudi, panarea, basiluzzomount, vesuviusmount, vesuviu, volcano, earn, place, histori, book, ad, erupt, cover, town, pompeii, layer, lava",island includ vulcano salina stromboli filicudi alicudi panarea basiluzzomount vesuviusmount vesuviu volcano earn place histori book ad erupt cover town pompeii layer lava
It also caused huge destruction to the town of Hercalaneum.,"also, caus, huge, destruct, town, hercalaneum",also caus huge destruct town hercalaneum
"The stratovolcano, considered one of the most dangerous in its class, could do a lot of harm to the city of Naples.","stratovolcano, consid, one, danger, class, could, lot, harm, citi, napl",stratovolcano consid one danger class could lot harm citi napl
The last eruption of the mountain was in 1944.,"last, erupt, mountain",last erupt mountain
"Today, the volcano and its slopes are a national park.","today, volcano, slope, nation, park",today volcano slope nation park
"There are a number of paths leading up the mountain, and there is even parking space at 200 metres below the summit.","number, path, lead, mountain, even, park, space, metr, summit",number path lead mountain even park space metr summit
"The rest of the climb has to be done by foot.Mount EtnaMount Etna is the largest of the three active volcanoes in Italy, and also one of the most active in the world.","rest, climb, done, footmount, etnamount, etna, largest, three, activ, volcano, itali, also, one, activ, world",rest climb done footmount etnamount etna largest three activ volcano itali also one activ world
"It is situated on the eastern part of the island of Sicily, near the city of Catania.","situat, eastern, part, island, sicili, near, citi, catania",situat eastern part island sicili near citi catania
The mountain is almost always in a state of eruption the last couple of years.,"mountain, almost, alway, state, erupt, last, coupl, year",mountain almost alway state erupt last coupl year
"The best way to get onto the mountain is from the south, via a road that leads up to the mountain.","best, way, get, onto, mountain, south, via, road, lead, mountain",best way get onto mountain south via road lead mountain
"At an altitude of 1900 metres, there is a parking lot.","altitud, metr, park, lot",altitud metr park lot
"There used to be a cable-car going up the mountain, but this was destroyed and hasn't yet been rebuilt.","use, cablecar, go, mountain, destroy, nt, yet, rebuilt",use cablecar go mountain destroy nt yet rebuilt
From the parking lot most trails lead to the Valley of Oxes (Valle del Bove).,"park, lot, trail, lead, valley, oxe, vall, del, bove",park lot trail lead valley oxe vall del bove
The first of the four active craters is not that far away.,"first, four, activ, crater, far, away",first four activ crater far away
"There are buses going up the mountain until the parking lot, and there are a couple of tour agencies in Taormina offering tours to the mountain.Cinque TerreVernazza, Cinque Terre© Rish_n_BenCinque Terre (literally meaning five lands) are 5 villages on the Italian Riviera.","buse, go, mountain, park, lot, coupl, tour, agenc, taormina, offer, tour, mountaincinqu, terrevernazza, cinqu, terr, rishnbencinqu, terr, liter, mean, five, land, villag, italian, riviera",buse go mountain park lot coupl tour agenc taormina offer tour mountaincinqu terrevernazza cinqu terr rishnbencinqu terr liter mean five land villag italian riviera
"They are located in the Liguria region, west of the city of La Spezia.","locat, liguria, region, west, citi, la, spezia",locat liguria region west citi la spezia
"The five villages (in order, from north to south) are Monterosso al Mare, Vernazza, Corniglia, Manarola, and Riomaggiore.The coastline, the five villages, and the surrounding hillsides together form the Cinque Terre National Park and is a UNESCO World Heritage Site.Trekking in ItalyItaly is an excellent country for treks.","five, villag, order, north, south, monterosso, al, mare, vernazza, corniglia, manarola, riomaggioreth, coastlin, five, villag, surround, hillsid, togeth, form, cinqu, terr, nation, park, unesco, world, heritag, sitetrek, italyitali, excel, countri, trek",five villag order north south monterosso al mare vernazza corniglia manarola riomaggioreth coastlin five villag surround hillsid togeth form cinqu terr nation park unesco world heritag sitetrek italyitali excel countri trek
