Original Sentence,Lemmatized Tokens,Lemmatized Sentence
"The stratovolcano, considered one of the most dangerous in its class, could do a lot of harm to the city of Naples.","stratovolcano, considered, one, dangerous, class, could, lot, harm, city, naples",stratovolcano considered one dangerous class could lot harm city naples
The last eruption of the mountain was in 1944.,"last, eruption, mountain",last eruption mountain
"Today, the volcano and its slopes are a national park.","today, volcano, slope, national, park",today volcano slope national park
"There are a number of paths leading up the mountain, and there is even parking space at 200 metres below the summit.","number, path, leading, mountain, even, parking, space, metre, summit",number path leading mountain even parking space metre summit
The rest of the climb has to be done by foot.,"rest, climb, done, foot",rest climb done foot
"Mount Etna is the largest of the three active volcanoes in Italy, and also one of the most active in the world.","mount, etna, largest, three, active, volcano, italy, also, one, active, world",mount etna largest three active volcano italy also one active world
"It is situated on the eastern part of the island of Sicily, near the city of Catania.","situated, eastern, part, island, sicily, near, city, catania",situated eastern part island sicily near city catania
The mountain is almost always in a state of eruption the last couple of years.,"mountain, almost, always, state, eruption, last, couple, year",mountain almost always state eruption last couple year
"The best way to get onto the mountain is from the south, via a road that leads up to the mountain.","best, way, get, onto, mountain, south, via, road, lead, mountain",best way get onto mountain south via road lead mountain
"At an altitude of 1900 metres, there is a parking lot.","altitude, metre, parking, lot",altitude metre parking lot
"There used to be a cable-car going up the mountain, but this was destroyed and hasn't yet been rebuilt.","used, cablecar, going, mountain, destroyed, nt, yet, rebuilt",used cablecar going mountain destroyed nt yet rebuilt
From the parking lot most trails lead to the Valley of Oxes (Valle del Bove).,"parking, lot, trail, lead, valley, ox, valle, del, bove",parking lot trail lead valley ox valle del bove
The first of the four active craters is not that far away.,"first, four, active, crater, far, away",first four active crater far away
"There are buses going up the mountain until the parking lot, and there are a couple of tour agencies in Taormina offering tours to the mountain.","bus, going, mountain, parking, lot, couple, tour, agency, taormina, offering, tour, mountain",bus going mountain parking lot couple tour agency taormina offering tour mountain
Cinque Terre (literally meaning five lands) are 5 villages on the Italian Riviera.,"cinque, terre, literally, meaning, five, land, village, italian, riviera",cinque terre literally meaning five land village italian riviera
"They are located in the Liguria region, west of the city of La Spezia.","located, liguria, region, west, city, la, spezia",located liguria region west city la spezia
"The five villages (in order, from north to south) are Monterosso al Mare, Vernazza, Corniglia, Manarola, and Riomaggiore.","five, village, order, north, south, monterosso, al, mare, vernazza, corniglia, manarola, riomaggiore",five village order north south monterosso al mare vernazza corniglia manarola riomaggiore
"The coastline, the five villages, and the surrounding hillsides together form the Cinque Terre National Park and is a UNESCO World Heritage Site.","coastline, five, village, surrounding, hillside, together, form, cinque, terre, national, park, unesco, world, heritage, site",coastline five village surrounding hillside together form cinque terre national park unesco world heritage site
Italy is an excellent country for treks.,"italy, excellent, country, trek",italy excellent country trek
"The infrastructure is outstanding, and detailed maps are available for most regions.","infrastructure, outstanding, detailed, map, available, region",infrastructure outstanding detailed map available region
Trekking.it is the web portal for Italian trekking.,"trekkingit, web, portal, italian, trekking",trekkingit web portal italian trekking
"Itineraries, accommodation, and general information.","itinerary, accommodation, general, information",itinerary accommodation general information
In Italian.,italian,italian
"Palio di Siena (2 July and 16 August) - Palio di Siena is one of the most intense, and short, horse races in the world.","palio, di, siena, july, august, palio, di, siena, one, intense, short, horse, race, world",palio di siena july august palio di siena one intense short horse race world
